,id_guest,id_host,id_listing,ts_interaction_first,m_first_message_length,ab,acceptance,message_length_level
5945,8840,733,2832,2013-01-09 19:34:00,308.0,0,1,30.0
5946,2616,3245,3198,2013-01-09 19:55:00,95.0,0,1,9.0
8982,6446,1975,1456,2013-01-09 23:16:00,281.0,0,1,28.0
8983,1613,3486,2916,2013-01-10 00:28:00,23.0,0,1,2.0
5950,7842,905,978,2013-01-10 02:01:00,432.0,0,0,43.0
8985,205,1674,248,2013-01-10 05:56:00,87.0,0,1,8.0
36,2867,3367,832,2013-01-10 08:03:00,198.0,0,0,19.0
2705,5598,234,632,2013-01-10 08:50:00,0.0,0,1,0.0
5952,5981,1345,1548,2013-01-10 11:07:00,567.0,0,1,56.0
37,8773,2494,4070,2013-01-10 13:29:00,175.0,0,0,17.0
8986,2563,2306,3140,2013-01-10 18:03:00,371.0,0,1,37.0
5954,6831,2069,188,2013-01-10 19:59:00,355.0,0,1,35.0
5956,6147,1756,954,2013-01-10 21:19:00,423.0,0,1,42.0
2978,800,948,4065,2013-01-10 21:34:00,155.0,0,1,15.0
8987,7295,1444,1872,2013-01-10 23:28:00,256.0,0,0,25.0
5957,5574,1086,1411,2013-01-11 00:09:00,208.0,0,0,20.0
8988,5670,2397,1394,2013-01-11 02:04:00,311.0,0,0,31.0
2980,7227,218,1453,2013-01-11 04:01:00,250.0,0,1,25.0
39,7724,1396,2521,2013-01-11 07:09:00,289.0,0,0,28.0
2982,4820,314,3616,2013-01-11 10:12:00,335.0,0,0,33.0
2983,1993,3211,2863,2013-01-11 12:37:00,79.0,0,0,7.0
40,2233,44,3154,2013-01-11 14:36:00,334.0,0,1,33.0
5652,382,1605,3714,2013-01-11 14:42:00,0.0,0,1,0.0
41,6725,1043,2184,2013-01-11 16:12:00,623.0,0,0,62.0
2984,6304,1759,853,2013-01-11 19:08:00,306.0,0,0,30.0
5959,6586,2291,4064,2013-01-11 19:51:00,419.0,0,1,41.0
5960,4108,484,4180,2013-01-11 21:44:00,481.0,0,1,48.0
45,4587,847,1518,2013-01-11 23:02:00,150.0,0,1,15.0
5961,236,1360,3355,2013-01-11 23:07:00,707.0,0,0,70.0
5962,8342,1738,3913,2013-01-12 03:09:00,360.0,0,1,36.0
8994,2186,1030,2424,2013-01-12 05:53:00,432.0,0,1,43.0
2986,2186,1376,3144,2013-01-12 06:06:00,450.0,0,0,45.0
46,861,2793,2472,2013-01-12 06:48:00,545.0,0,0,54.0
2987,6159,3245,3198,2013-01-12 09:36:00,357.0,0,1,35.0
48,454,2918,1975,2013-01-12 14:23:00,539.0,0,1,53.0
2990,1223,2712,1680,2013-01-12 16:40:00,133.0,0,1,13.0
2992,5962,72,3867,2013-01-12 17:05:00,219.0,0,1,21.0
49,8101,362,2097,2013-01-12 21:52:00,419.0,0,0,41.0
51,4781,3028,2412,2013-01-13 00:55:00,738.0,0,0,73.0
8997,3640,982,1382,2013-01-13 01:39:00,674.0,0,0,67.0
2994,424,3074,1294,2013-01-13 01:46:00,279.0,0,1,27.0
52,471,3276,2820,2013-01-13 05:43:00,268.0,0,1,26.0
2995,2977,2446,3638,2013-01-13 11:54:00,464.0,0,0,46.0
5966,1224,3182,1465,2013-01-13 16:00:00,201.0,0,1,20.0
5967,4452,1722,1539,2013-01-13 18:19:00,330.0,0,1,33.0
5968,6397,50,1626,2013-01-13 19:25:00,930.0,0,0,93.0
2997,3097,2768,1957,2013-01-13 20:59:00,577.0,0,0,57.0
8999,4953,1134,3467,2013-01-13 21:21:00,331.0,0,0,33.0
56,213,1616,2048,2013-01-13 21:25:00,252.0,0,0,25.0
5970,5864,1741,3663,2013-01-13 21:50:00,377.0,0,0,37.0
57,3833,2837,2545,2013-01-13 23:30:00,481.0,0,0,48.0
5971,156,2899,1292,2013-01-14 00:49:00,362.0,0,0,36.0
9001,6270,2780,3178,2013-01-14 01:37:00,389.0,0,0,38.0
2998,4285,3041,2380,2013-01-14 02:02:00,257.0,0,0,25.0
2999,4707,3375,3734,2013-01-14 03:11:00,470.0,0,1,47.0
58,7265,1591,3995,2013-01-14 04:34:00,314.0,0,0,31.0
60,2738,3077,1584,2013-01-14 14:15:00,377.0,0,0,37.0
5972,8826,3085,4358,2013-01-14 16:04:00,310.0,0,0,31.0
3001,119,2960,3761,2013-01-14 19:14:00,250.0,0,1,25.0
5973,8826,265,1998,2013-01-14 19:50:00,314.0,0,0,31.0
9003,7977,934,683,2013-01-14 23:19:00,576.0,0,0,57.0
5975,7501,2861,3284,2013-01-15 01:15:00,124.0,0,0,12.0
63,2449,249,2065,2013-01-15 03:25:00,1550.0,0,0,155.0
64,8826,44,1311,2013-01-15 13:25:00,295.0,0,0,29.0
5978,1738,356,2767,2013-01-15 16:24:00,359.0,0,0,35.0
66,7649,828,892,2013-01-15 17:13:00,643.0,0,0,64.0
9007,9090,2403,3044,2013-01-15 17:33:00,306.0,0,0,30.0
67,1049,766,3931,2013-01-15 18:09:00,204.0,0,1,20.0
3004,4839,365,1483,2013-01-15 19:58:00,393.0,0,0,39.0
9010,2135,1928,2907,2013-01-15 22:52:00,503.0,0,0,50.0
68,6179,2870,2196,2013-01-16 00:23:00,664.0,0,0,66.0
9011,7457,2565,1482,2013-01-16 00:41:00,248.0,0,0,24.0
69,8930,1359,2505,2013-01-16 05:23:00,222.0,0,1,22.0
5981,8255,3367,832,2013-01-16 06:19:00,430.0,0,0,43.0
5982,4749,607,769,2013-01-16 09:06:00,374.0,0,1,37.0
71,7100,442,2547,2013-01-16 18:39:00,209.0,0,0,20.0
3008,3934,3488,2953,2013-01-16 19:00:00,342.0,0,1,34.0
5984,7525,1721,3470,2013-01-16 20:40:00,201.0,0,0,20.0
3009,4618,3085,4358,2013-01-16 20:49:00,175.0,0,0,17.0
3010,8267,1716,1405,2013-01-16 22:23:00,278.0,0,1,27.0
72,8940,1796,3238,2013-01-17 01:38:00,199.0,0,1,19.0
9012,5296,911,3561,2013-01-17 01:54:00,251.0,0,1,25.0
2706,1879,1347,4130,2013-01-17 07:21:00,0.0,0,1,0.0
5654,8835,2523,121,2013-01-17 12:38:00,0.0,0,1,0.0
3013,1528,723,2569,2013-01-17 16:53:00,567.0,0,0,56.0
77,3599,2461,1643,2013-01-18 01:45:00,77.0,0,0,7.0
78,3973,802,1679,2013-01-18 01:55:00,252.0,0,0,25.0
79,1102,1418,2550,2013-01-18 02:02:00,409.0,0,0,40.0
2707,3727,2222,3786,2013-01-18 02:30:00,0.0,0,1,0.0
9017,6278,3041,2380,2013-01-18 03:22:00,1020.0,0,0,102.0
5989,648,3502,4075,2013-01-18 05:57:00,197.0,0,1,19.0
9019,878,12,1555,2013-01-18 07:14:00,904.0,0,0,90.0
3017,7491,652,1144,2013-01-18 17:00:00,591.0,0,1,59.0
80,358,1813,2714,2013-01-18 17:53:00,223.0,0,1,22.0
5656,7496,135,3377,2013-01-18 18:15:00,277.0,0,0,
8714,258,1756,954,2013-01-18 20:29:00,0.0,0,1,0.0
9021,1288,1366,791,2013-01-18 20:34:00,553.0,0,1,55.0
3019,8809,360,648,2013-01-18 23:08:00,1003.0,0,1,100.0
81,8048,2841,361,2013-01-18 23:33:00,182.0,0,1,18.0
9022,6788,1821,1414,2013-01-19 00:09:00,215.0,0,1,21.0
84,2716,1936,688,2013-01-19 04:23:00,331.0,0,0,33.0
3021,1205,882,2014,2013-01-19 08:48:00,373.0,0,1,37.0
3022,5058,1431,1015,2013-01-19 15:29:00,378.0,0,0,37.0
3023,2215,2705,3002,2013-01-19 16:33:00,186.0,0,0,18.0
3025,284,3361,1736,2013-01-19 20:29:00,248.0,0,0,24.0
85,1773,1697,4255,2013-01-20 00:05:00,161.0,0,1,16.0
9027,2327,1385,1915,2013-01-20 00:36:00,480.0,0,1,48.0
86,4736,1030,2424,2013-01-20 02:25:00,115.0,0,0,11.0
8716,5975,1605,3714,2013-01-20 03:22:00,0.0,0,1,0.0
3026,5390,1131,2481,2013-01-20 04:45:00,638.0,0,1,63.0
9028,8960,556,2593,2013-01-20 05:01:00,352.0,0,1,35.0
87,680,3299,1945,2013-01-20 05:42:00,442.0,0,0,44.0
8717,4454,223,396,2013-01-20 13:58:00,0.0,0,0,0.0
3028,4577,599,651,2013-01-20 14:46:00,285.0,0,0,28.0
5999,3040,2239,2429,2013-01-20 16:37:00,47.0,0,1,4.0
3029,5004,1609,3504,2013-01-20 20:00:00,226.0,0,1,22.0
9031,7638,921,2381,2013-01-20 21:27:00,270.0,0,0,27.0
88,2890,1776,3672,2013-01-20 22:46:00,419.0,0,0,41.0
9033,6127,2838,4366,2013-01-21 00:54:00,672.0,0,0,67.0
3032,7204,1335,4404,2013-01-21 00:56:00,498.0,0,0,49.0
2708,6220,799,2395,2013-01-21 01:00:00,0.0,0,1,0.0
89,420,2559,3602,2013-01-21 04:01:00,448.0,0,0,44.0
90,4188,2219,4330,2013-01-21 05:19:00,60.0,0,0,6.0
3033,1553,2838,4366,2013-01-21 06:40:00,221.0,0,0,22.0
9034,5413,2394,4348,2013-01-21 07:11:00,248.0,0,1,24.0
9035,1553,551,897,2013-01-21 07:37:00,221.0,0,1,22.0
9036,7871,2306,1800,2013-01-21 09:37:00,463.0,0,1,46.0
9037,1819,3298,835,2013-01-21 10:24:00,830.0,0,1,83.0
6003,5710,2456,482,2013-01-21 18:59:00,598.0,0,1,59.0
93,1534,259,165,2013-01-21 21:54:00,84.0,0,0,8.0
95,2747,1959,1335,2013-01-22 00:24:00,310.0,0,0,31.0
3035,6345,2246,1459,2013-01-22 00:59:00,897.0,0,1,89.0
9040,6345,2726,3671,2013-01-22 01:08:00,897.0,0,0,89.0
3036,2924,365,1483,2013-01-22 04:23:00,1034.0,0,1,103.0
6004,8234,468,4150,2013-01-22 05:18:00,124.0,0,0,12.0
96,4987,128,335,2013-01-22 07:13:00,136.0,0,0,13.0
6006,4715,2210,4083,2013-01-22 13:45:00,434.0,0,1,43.0
9044,1902,423,2997,2013-01-22 15:05:00,427.0,0,0,42.0
6007,5557,3007,765,2013-01-22 15:20:00,173.0,0,0,17.0
6008,1877,509,4443,2013-01-22 16:03:00,156.0,0,0,15.0
3039,4121,3137,3298,2013-01-22 16:16:00,445.0,0,0,44.0
8719,1109,52,1791,2013-01-22 20:40:00,0.0,0,1,0.0
6010,1975,3659,434,2013-01-22 22:07:00,516.0,0,1,51.0
6011,2772,2402,2574,2013-01-23 00:54:00,216.0,0,0,21.0
9049,7587,3235,3448,2013-01-23 02:56:00,860.0,0,0,86.0
9050,403,354,3707,2013-01-23 03:24:00,373.0,0,0,37.0
9051,7306,905,3283,2013-01-23 04:25:00,240.0,0,0,24.0
3040,3818,742,56,2013-01-23 15:39:00,435.0,0,0,43.0
6014,2017,1660,1913,2013-01-23 15:43:00,566.0,0,1,56.0
6015,2092,1741,2188,2013-01-23 18:55:00,61.0,0,0,6.0
2709,6224,687,2166,2013-01-23 18:56:00,0.0,0,1,0.0
2710,9069,3405,1203,2013-01-23 21:10:00,0.0,0,1,0.0
6016,5831,2126,117,2013-01-23 21:13:00,361.0,0,0,36.0
3041,5831,2924,246,2013-01-23 21:17:00,359.0,0,0,35.0
8720,6946,2180,1231,2013-01-23 22:01:00,0.0,0,1,0.0
6017,8346,48,2346,2013-01-23 22:44:00,327.0,0,0,32.0
6018,365,2677,736,2013-01-24 00:21:00,518.0,0,0,51.0
98,694,514,1440,2013-01-24 01:48:00,225.0,0,1,22.0
9055,394,1605,3714,2013-01-24 11:37:00,320.0,0,1,32.0
3042,3819,279,473,2013-01-24 13:21:00,622.0,0,1,62.0
6020,7620,861,2800,2013-01-24 16:24:00,79.0,0,0,7.0
3043,5522,2951,75,2013-01-24 17:17:00,278.0,0,0,27.0
6021,3781,2782,1553,2013-01-24 23:14:00,142.0,0,0,14.0
3044,4505,1381,2438,2013-01-25 00:39:00,128.0,0,0,12.0
6022,6824,2073,557,2013-01-25 00:56:00,45.0,0,1,4.0
102,6885,2306,2077,2013-01-25 02:21:00,172.0,0,1,17.0
3045,2896,3513,1652,2013-01-25 02:55:00,880.0,0,0,88.0
3046,6124,3482,3685,2013-01-25 05:25:00,498.0,0,1,49.0
6025,5689,2165,440,2013-01-25 05:46:00,396.0,0,0,39.0
3047,2979,2101,3384,2013-01-25 06:40:00,65.0,0,0,6.0
9056,7431,2203,4172,2013-01-25 11:27:00,552.0,0,0,55.0
9057,7856,3103,2003,2013-01-25 15:22:00,263.0,0,1,26.0
104,2272,463,4317,2013-01-25 15:46:00,722.0,0,0,72.0
9058,8935,2322,1673,2013-01-25 19:25:00,276.0,0,1,27.0
3048,2654,1152,1692,2013-01-25 19:39:00,899.0,0,0,89.0
9059,3466,220,3228,2013-01-25 23:34:00,377.0,0,0,37.0
3049,7449,1919,605,2013-01-25 23:52:00,377.0,0,0,37.0
3050,8902,3053,4421,2013-01-26 00:55:00,431.0,0,0,43.0
9060,5099,2664,2267,2013-01-26 02:43:00,245.0,0,0,24.0
3051,6555,2515,3863,2013-01-26 10:16:00,771.0,0,0,77.0
9062,7519,2654,1962,2013-01-26 10:20:00,550.0,0,0,55.0
105,3683,2306,3140,2013-01-26 11:29:00,479.0,0,0,47.0
6030,8905,59,3449,2013-01-26 12:19:00,216.0,0,0,21.0
106,5510,2563,2253,2013-01-26 18:03:00,204.0,0,0,20.0
6032,6583,3080,789,2013-01-26 21:02:00,330.0,0,0,33.0
3052,6248,896,4152,2013-01-26 22:09:00,267.0,0,0,26.0
3053,2053,2612,383,2013-01-26 22:52:00,185.0,0,1,18.0
9064,7576,2948,538,2013-01-27 02:44:00,213.0,0,0,21.0
6033,31,2832,1609,2013-01-27 03:05:00,235.0,0,0,23.0
107,8316,1311,1069,2013-01-27 09:20:00,266.0,0,1,26.0
108,8539,1535,3523,2013-01-27 11:01:00,532.0,0,0,53.0
3055,1550,2403,3044,2013-01-27 11:45:00,431.0,0,1,43.0
109,2974,2527,2556,2013-01-27 12:17:00,542.0,0,0,54.0
111,7333,1931,1178,2013-01-27 17:05:00,629.0,0,0,62.0
9066,4474,44,223,2013-01-27 17:26:00,801.0,0,1,80.0
9067,3704,430,3336,2013-01-27 18:03:00,314.0,0,1,31.0
6035,6051,1739,2249,2013-01-27 18:53:00,554.0,0,0,55.0
114,2252,2671,1966,2013-01-27 19:57:00,744.0,0,1,74.0
3058,5241,1494,2632,2013-01-28 00:22:00,691.0,0,0,69.0
9069,6973,1936,1722,2013-01-28 01:23:00,175.0,0,0,17.0
6036,4308,3245,3198,2013-01-28 02:11:00,226.0,0,0,22.0
9070,8654,2948,538,2013-01-28 05:00:00,284.0,0,0,28.0
3061,3788,847,1518,2013-01-28 06:36:00,641.0,0,0,64.0
117,7431,2026,2450,2013-01-28 10:56:00,567.0,0,0,56.0
119,5309,1725,2485,2013-01-28 14:47:00,268.0,0,1,26.0
9071,1528,1540,150,2013-01-28 16:15:00,576.0,0,0,57.0
3063,8125,2028,1092,2013-01-28 17:00:00,229.0,0,1,22.0
9072,1752,2852,4011,2013-01-28 17:23:00,128.0,0,0,12.0
120,7927,1385,3842,2013-01-28 17:26:00,666.0,0,1,66.0
6039,1201,1283,2083,2013-01-28 19:32:00,131.0,0,0,13.0
6040,4568,2215,3427,2013-01-28 20:52:00,173.0,0,1,17.0
9074,7894,2726,3671,2013-01-28 22:49:00,487.0,0,0,48.0
122,1048,1300,1250,2013-01-28 22:52:00,168.0,0,0,16.0
3065,488,620,17,2013-01-29 06:18:00,160.0,0,0,16.0
9079,947,2166,3635,2013-01-29 15:00:00,462.0,0,0,46.0
123,5447,1904,3740,2013-01-29 17:35:00,237.0,0,0,23.0
6043,8748,3390,195,2013-01-29 18:34:00,242.0,0,1,24.0
124,5368,2663,3791,2013-01-29 19:07:00,200.0,0,0,20.0
125,4485,2288,472,2013-01-29 19:11:00,705.0,0,0,70.0
126,1608,3053,4421,2013-01-29 19:17:00,382.0,0,0,38.0
6044,875,3343,1572,2013-01-29 19:34:00,308.0,0,0,30.0
3067,1757,1888,3727,2013-01-29 20:21:00,247.0,0,0,24.0
127,3126,52,841,2013-01-29 20:44:00,127.0,0,0,12.0
6046,453,369,930,2013-01-29 22:04:00,324.0,0,0,32.0
6047,1801,733,1030,2013-01-29 22:06:00,215.0,0,1,21.0
128,2002,2429,4306,2013-01-29 22:36:00,236.0,0,0,23.0
6048,3615,3102,570,2013-01-29 23:09:00,230.0,0,0,23.0
3068,3728,1878,829,2013-01-29 23:12:00,235.0,0,0,23.0
3069,4485,982,1382,2013-01-29 23:41:00,687.0,0,1,68.0
9082,4630,1583,2479,2013-01-29 23:54:00,516.0,0,0,51.0
6049,1824,1431,1015,2013-01-30 00:51:00,477.0,0,0,47.0
2713,1171,536,4341,2013-01-30 03:13:00,0.0,0,0,0.0
6050,4767,3534,1133,2013-01-30 04:06:00,772.0,0,1,77.0
130,7409,2905,4005,2013-01-30 05:51:00,387.0,0,0,38.0
9084,6346,782,804,2013-01-30 06:01:00,427.0,0,0,42.0
9085,2868,1975,1456,2013-01-30 06:33:00,542.0,0,1,54.0
3070,8535,1633,4106,2013-01-30 08:03:00,149.0,0,1,14.0
3071,1501,3513,1652,2013-01-30 16:02:00,240.0,0,0,24.0
132,68,2688,2713,2013-01-30 18:42:00,525.0,0,0,52.0
3072,9017,1618,1772,2013-01-30 18:46:00,292.0,0,0,29.0
133,2692,921,2381,2013-01-30 18:51:00,236.0,0,1,23.0
6053,4791,2948,538,2013-01-30 21:04:00,350.0,0,0,35.0
9088,2930,2306,2077,2013-01-31 00:55:00,174.0,0,0,17.0
2712,8394,2263,1210,2013-01-31 00:57:00,0.0,0,0,0.0
6055,4165,1564,4102,2013-01-31 08:58:00,197.0,0,0,19.0
6056,7281,2322,2409,2013-01-31 10:36:00,524.0,0,1,52.0
6057,8614,673,3944,2013-01-31 15:53:00,133.0,0,0,13.0
2715,3874,2442,3821,2013-01-31 18:37:00,0.0,0,1,0.0
6059,8328,2075,2064,2013-01-31 19:34:00,241.0,0,0,24.0
8723,920,3139,3943,2013-01-31 20:09:00,0.0,0,0,0.0
6061,6591,72,249,2013-01-31 21:31:00,159.0,0,1,15.0
136,2748,2182,1802,2013-02-01 01:08:00,355.0,0,0,35.0
3078,3401,1153,402,2013-02-01 04:02:00,504.0,0,0,50.0
3079,3296,430,4235,2013-02-01 07:04:00,365.0,0,0,36.0
9093,8177,2413,2977,2013-02-01 09:39:00,567.0,0,0,56.0
3081,8060,3143,1898,2013-02-01 18:25:00,622.0,0,0,62.0
9095,8849,3596,4425,2013-02-01 19:34:00,245.0,0,0,24.0
6066,4436,142,2275,2013-02-02 02:06:00,443.0,0,0,44.0
6067,5162,984,1618,2013-02-02 02:39:00,318.0,0,0,31.0
138,3222,2523,1965,2013-02-02 06:11:00,58.0,0,0,5.0
3084,7905,1675,1960,2013-02-02 13:48:00,127.0,0,0,12.0
6068,2824,672,191,2013-02-02 14:28:00,1244.0,0,0,124.0
139,533,584,331,2013-02-02 15:31:00,241.0,0,0,24.0
9099,7993,1959,1335,2013-02-02 17:33:00,262.0,0,0,26.0
9101,5339,2375,4027,2013-02-02 18:54:00,197.0,0,1,19.0
5659,1115,551,897,2013-02-02 19:09:00,0.0,0,1,0.0
3086,2689,624,4100,2013-02-02 20:54:00,168.0,0,0,16.0
8724,4423,3503,3508,2013-02-02 21:10:00,277.0,0,1,
9104,6626,2963,3347,2013-02-02 21:26:00,300.0,0,0,30.0
9105,2011,3471,3651,2013-02-03 02:57:00,599.0,0,0,59.0
6069,3198,3594,4263,2013-02-03 03:54:00,100.0,0,0,10.0
141,3589,2765,255,2013-02-03 08:23:00,84.0,0,0,8.0
9107,210,644,4397,2013-02-03 12:50:00,491.0,0,0,49.0
3091,2573,2496,2881,2013-02-03 14:13:00,120.0,0,0,12.0
2717,8688,982,1382,2013-02-03 16:04:00,0.0,0,1,0.0
9108,3169,1808,825,2013-02-03 17:11:00,332.0,0,1,33.0
3095,8159,1701,3712,2013-02-04 05:02:00,178.0,0,0,17.0
143,2836,2774,3405,2013-02-04 09:31:00,179.0,0,1,17.0
6074,6044,2819,2361,2013-02-04 16:07:00,374.0,0,0,37.0
3098,2635,599,2103,2013-02-04 20:30:00,151.0,0,0,15.0
9110,616,1714,2611,2013-02-04 20:41:00,343.0,0,0,34.0
3099,3899,2052,2848,2013-02-04 23:16:00,88.0,0,1,8.0
146,3278,1519,1606,2013-02-04 23:26:00,548.0,0,0,54.0
9112,4363,931,4368,2013-02-05 00:55:00,372.0,0,0,37.0
147,5787,1075,903,2013-02-05 06:25:00,150.0,0,0,15.0
6077,4506,1887,2169,2013-02-05 07:07:00,363.0,0,1,36.0
9114,3132,3446,4080,2013-02-05 13:01:00,406.0,0,1,40.0
2718,4904,3486,2741,2013-02-05 17:11:00,0.0,0,1,0.0
8726,3907,472,1016,2013-02-05 17:20:00,0.0,0,0,0.0
149,555,1473,3632,2013-02-05 19:31:00,190.0,0,0,19.0
9118,866,924,1454,2013-02-05 20:37:00,13.0,0,1,1.0
3101,7780,798,2620,2013-02-05 21:07:00,162.0,0,1,16.0
3103,8720,2408,2890,2013-02-05 21:59:00,766.0,0,0,76.0
2719,4086,1675,1740,2013-02-06 04:30:00,0.0,0,1,0.0
9120,4983,1911,4224,2013-02-06 05:07:00,184.0,0,0,18.0
6079,5811,776,2708,2013-02-06 05:13:00,542.0,0,0,54.0
6081,165,2907,3398,2013-02-06 08:31:00,297.0,0,0,29.0
9121,8202,2703,3312,2013-02-06 10:19:00,455.0,0,0,45.0
9123,6098,2408,2890,2013-02-06 13:45:00,202.0,0,0,20.0
9124,2896,2793,2472,2013-02-06 14:32:00,1076.0,0,1,107.0
6083,1901,1844,3020,2013-02-06 15:32:00,740.0,0,0,74.0
152,2737,44,2274,2013-02-06 17:35:00,40.0,0,1,4.0
153,4066,3221,1608,2013-02-06 18:47:00,566.0,0,0,56.0
154,2842,3163,1786,2013-02-06 20:30:00,431.0,0,1,43.0
9126,8780,49,1000,2013-02-06 22:48:00,258.0,0,1,25.0
6085,6764,911,3561,2013-02-07 02:12:00,276.0,0,0,27.0
6086,2862,100,994,2013-02-07 04:19:00,133.0,0,0,13.0
3106,7841,142,2217,2013-02-07 05:25:00,42.0,0,0,4.0
6087,5635,3406,1510,2013-02-07 05:57:00,186.0,0,1,18.0
155,6810,934,2447,2013-02-07 07:05:00,252.0,0,0,25.0
9127,330,1658,2239,2013-02-07 07:27:00,985.0,0,0,98.0
3108,4933,2163,2034,2013-02-07 12:41:00,1073.0,0,0,107.0
6088,3469,2905,3780,2013-02-07 17:13:00,345.0,0,1,34.0
6089,2456,1888,3727,2013-02-07 20:03:00,584.0,0,0,58.0
159,873,782,804,2013-02-07 23:57:00,53.0,0,0,5.0
160,5553,1848,3325,2013-02-08 02:34:00,99.0,0,0,9.0
3110,2456,598,2690,2013-02-08 04:19:00,558.0,0,0,55.0
6090,3779,725,3065,2013-02-08 09:59:00,196.0,0,0,19.0
6091,2015,1351,910,2013-02-08 11:19:00,391.0,0,0,39.0
3111,164,1650,2467,2013-02-08 14:20:00,281.0,0,0,28.0
9130,6666,1539,453,2013-02-08 15:05:00,583.0,0,0,58.0
161,2863,1529,1612,2013-02-08 16:40:00,349.0,0,0,34.0
162,5923,783,1061,2013-02-08 17:00:00,890.0,0,1,89.0
